Tract,Latitude_x,Longitude_x,Total Population_x,Housing Unit Estimate,Longitude_y,Latitude_y,California County_x,Pollution Burden,Education,Asthma,Asthma Pctl,PM2.5,Tox. Release,Tox. Release Pctl,Pollution Burden Score,California County_y,Total Population_y,Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Latitude,Longitude,Total Population,White Only Percentage,Non White Only Percentage,CNTY_NAME,LOWINCOME,PEOPCOLORPCT,LIFEEXPPCT,DSLPM,CANCER,RESP,RSEI_AIR,D2_DSLPM,D5_DSLPM,D2_PM25,D5_PM25,D2_CANCER,D5_CANCER,D5_RESP,D2_RESP,Shape_Length,Shape_Area
6037980033,33.7443155,-118.2203101,89.0,14.0,-118.2203101,33.7443155,Los Angeles,69.91,,39.36,40.49,11.79278699,8459.420086,96.46,8.54,Los Angeles,16,0.0,0.0,0.0,100.0,0.0,33.7443155,-118.2203101,89.0,49.43820225,50.56122965,Los Angeles,13,1.0,,1.068984631,30.0,0.4,4331.473318,99.0,24.75,69.0,17.25,42.0,10.5,14.25,57.0,0.233602786,0.002786519
6037575902,33.7723157,-118.1952012,5622.0,3346.0,-118.1952012,33.7723157,Los Angeles,53.42,14.1,82.02,86.52,11.73964651,11467.8099,98.05,6.52,Los Angeles,5208,35.0,37.98,15.4,0.0,6.85,33.7723157,-118.1952012,5622.0,34.96976165,65.03022678,Los Angeles,1577,0.614577024,0.244102564,0.578186402,30.0,0.4,5175.664893,45.57373475,15.51820084,34.29775917,11.678646,19.73295731,6.719220984,9.118942764,26.78044207,0.023380263,3.41155e-05
6037575901,33.7726767,-118.2024636,3278.0,1620.0,-118.2023757,33.7726916,Los Angeles,53.89,21.4,81.93,86.49,11.70661336,12103.81348,98.22,6.58,Los Angeles,3553,50.58,18.41,19.87,0.39,7.51,33.7726767,-118.2024636,3278.0,21.38499085,78.61498517,Los Angeles,1958,0.844897959,0.204102564,0.673238016,30.0,0.4,5472.422629,68.19551016,22.68013988,50.28557823,16.72373954,28.93142855,9.621877524,13.05826235,39.26408161,0.029049352,4.72644e-05
6037575401,33.7863532,-118.200174,4530.0,1340.0,-118.200174,33.7863532,Los Angeles,61.29,44.1,127.96,96.93,11.69108081,14857.66634,98.97,7.48,Los Angeles,4788,80.51,6.64,9.42,0.31,2.44,33.7863532,-118.200174,4530.0,11.45695364,88.54302681,Los Angeles,2767,0.927238014,,0.406338096,30.0,0.3,6206.523725,62.23169986,26.86586369,57.67816088,24.90006881,31.8747731,13.76056433,5.569752228,12.90169387,0.038492384,8.66293e-05
6037572700,33.801549,-118.212716,5405.0,1339.0,-118.212716,33.801549,Los Angeles,59.03,23.9,76.7,83.19,11.6858254,26268.0332,99.71,7.21,Los Angeles,5268,38.21,2.47,6.72,0.34,49.52,33.801549,-118.212716,5405.0,6.734505088,93.26547766,Los Angeles,915,0.982279425,0.154871795,0.35165319,30.0,0.4,13843.60309,41.5156181,10.63467101,44.3986471,11.37318982,24.21744389,6.203558088,8.419114548,32.866531,0.043278341,0.000104604
6037553902,33.8851402,-118.1530886,5977.0,1634.0,-118.153083,33.8851416,Los Angeles,55.75,30.6,53.18,60.41,12.01505311,7258.029946,95.51,6.81,Los Angeles,5415,73.07,11.63,7.15,0.0,6.52,33.8851402,-118.1530886,5977.0,17.16580224,82.8341839,Los Angeles,2084,0.947468793,0.194871795,0.444666238,30.0,0.4,3574.63681,58.24037794,16.2702971,61.51230929,17.18435875,27.4842233,7.678117734,10.42030264,37.30001733,0.044875805,0.000102894
6037553802,33.8861963,-118.1719652,6601.0,2087.0,-118.1719652,33.8861963,Los Angeles,68.53,30.4,52.77,59.98,12.14364358,9078.060057,96.87,8.37,Los Angeles,6881,76.62,7.47,11.32,0.15,2.47,33.8861963,-118.1719652,6601.0,17.17921527,82.82077218,Los Angeles,3905,0.92886909,0.224615385,0.473658076,30.0,0.4,4451.265009,69.30811813,24.61301618,70.05336674,24.87767228,31.30044044,11.1155557,15.08539702,42.47916917,0.076330982,0.000172129
6037542200,33.8868935,-118.1971508,6898.0,1528.0,-118.1971508,33.8868935,Los Angeles,68.8,37.4,92.82,90.43,12.21728053,10830.04993,97.85,8.4,Los Angeles,7155,71.45,1.05,26.25,0.0,0.0,33.8868935,-118.1971508,6898.0,11.19164975,88.80833737,Los Angeles,2552,0.989325925,,0.443279406,30.0,0.4,5184.134811,60.67661659,20.51210198,63.40365551,21.43399425,28.63390895,9.679868352,13.13696419,38.86030501,0.053000846,0.000135048
6037571300,33.8356188,-118.1500635,4638.0,1518.0,-118.1500635,33.8356188,Los Angeles,50.76,3.8,103.58,93.44,11.66104793,6506.659994,94.71,6.2,Los Angeles,4484,31.47,38.67,10.5,0.0,16.8,33.8356188,-118.1500635,4638.0,43.48857266,56.51141515,Los Angeles,782,0.579822364,0.186666667,0.328012025,30.0,0.4,2479.150699,25.39691742,6.660038118,33.35714525,8.747512796,15.9204557,4.174949268,5.666002578,21.60633273,0.057054264,0.000204236
6037571101,33.8432785,-118.1162992,4654.0,1623.0,-118.1162992,33.8432785,Los Angeles,44.19,7.1,34.4,32.33,11.6438093,4697.966716,91.8,5.4,Los Angeles,4402,32.62,53.13,1.93,0.0,9.43,33.8432785,-118.1162992,4654.0,51.67597765,48.32401196,Los Angeles,473,0.463458111,0.186666667,0.387013701,30.0,0.4,1789.661931,21.72846109,5.568227574,24.79273123,6.353490447,11.69994059,2.998276386,4.069089381,15.8784908,0.049392775,0.000128942
6037571703,33.8493201,-118.191734,3505.0,1045.0,-118.191734,33.8493201,Los Angeles,46.05,37.3,94.42,91.14,12.31736907,10494.33993,97.6,5.62,Los Angeles,3557,66.74,6.27,14.39,0.0,9.95,33.8493201,-118.191734,3505.0,13.18116976,86.81880547,Los Angeles,1221,0.929752066,0.188717949,0.40211984,30.0,0.4,4422.243561,52.71755384,18.15778823,57.92422585,19.95114999,27.33502792,9.41514945,12.77770283,37.09753789,0.027952954,3.87205e-05
6037571600,33.8498715,-118.1813827,2180.0,856.0,-118.1813827,33.8498715,Los Angeles,42.74,24.0,79.48,84.72,12.14582489,9670.093428,97.19,5.22,Los Angeles,2309,33.43,5.76,52.01,0.0,2.6,33.8498715,-118.1813827,2180.0,8.165137615,91.83482026,Los Angeles,1746,0.95476294,0.227692308,0.386937288,30.0,0.4,4177.678119,66.85471946,22.3102574,76.28294911,25.45657574,35.9986951,12.01321552,16.30364964,48.85537192,0.029849834,2.81479e-05
6037570304,33.8563177,-118.1926968,5007.0,1490.0,-118.1926968,33.8563177,Los Angeles,55.27,25.6,94.42,91.14,12.95638339,9431.766927,97.05,6.75,Los Angeles,5094,66.25,6.09,17.26,0.63,9.31,33.8563177,-118.1926968,5007.0,11.5837827,88.41619964,Los Angeles,2369,0.950885668,0.204102564,0.393456118,30.0,0.4,3755.814137,56.48323972,17.19657914,64.34799461,19.59103956,30.02906416,9.142485114,12.40765837,40.75372993,0.043096516,5.56804e-05
6037570003,33.8646109,-118.1402263,4617.0,1320.0,-118.1402363,33.8646013,Los Angeles,47.4,6.4,127.45,96.91,11.84858192,5587.649943,93.44,5.79,Los Angeles,4119,40.71,34.79,6.94,0.0,16.05,33.8646109,-118.1402263,4617.0,35.45592376,64.54406226,Los Angeles,421,0.601544752,0.185641026,0.409296117,30.0,0.4,2294.929487,28.95576819,6.689556976,32.09555027,7.414930661,14.65231643,3.385077024,4.594033104,19.88528659,0.043356974,0.000111517
6037570202,33.8794267,-118.1785038,6122.0,1758.0,-118.1785185,33.8794113,Los Angeles,73.36,29.0,63.41,72.79,12.19282827,8473.469807,96.49,8.96,Los Angeles,6124,65.43,6.91,14.66,0.54,11.69,33.8794267,-118.1785038,6122.0,14.61940542,85.38058063,Los Angeles,2536,0.963064713,0.162051282,0.463769268,30.0,0.4,4114.019869,62.43497338,17.83659752,63.1136144,18.03047362,28.50292263,8.14279452,11.05093542,38.68253786,0.058555503,0.000163106
6037572500,33.8165383,-118.2182796,4244.0,1422.0,-118.2182796,33.8165383,Los Angeles,54.85,26.5,79.55,84.83,11.78613452,14517.9764,98.92,6.7,Los Angeles,3643,40.96,9.39,20.56,0.0,21.27,33.8165383,-118.2182796,4244.0,16.44674835,83.55323196,Los Angeles,1532,0.861994023,0.183589744,0.38659563,30.0,0.4,6621.306602,49.84922576,16.38264498,51.12741103,16.8027128,26.8418908,8.82142422,11.97193287,36.42828037,0.031045343,5.77167e-05
6037542402,33.881457,-118.2121727,3127.0,900.0,-118.2124134,33.881969,Los Angeles,76.44,33.1,86.77,88.6,12.25258001,12491.99626,98.36,9.33,Los Angeles,3306,65.34,0.54,33.55,0.0,0.57,33.881457,-118.2121727,3127.0,7.707067477,92.29290301,Los Angeles,1473,0.996380558,0.181538462,0.414885931,30.0,0.4,5673.349608,57.84229576,17.78638058,63.35108583,19.48032161,28.92114788,8.893190292,12.06932968,39.25012926,0.068196171,0.00016218
6037572202,33.8089196,-118.1953401,3848.0,1069.0,-118.1953401,33.8089196,Los Angeles,57.89,12.8,99.74,92.51,11.60296908,17009.17318,99.25,7.07,Los Angeles,3614,36.8,17.29,12.12,0.0,33.2,33.8089196,-118.1953401,3848.0,21.77754678,78.22243289,Los Angeles,533,0.805333333,0.227692308,0.344907011,30.0,0.3,6429.598792,33.97295699,8.33846104,38.82623656,9.529669797,20.38377419,5.003076624,2.025054824,8.250575269,0.056259264,0.000151173
6037980006,33.8144246,-118.0865098,2.0,0.0,-118.0863795,33.814394,Los Angeles,58.63,,,,11.59486818,5504.823324,93.31,7.16,Los Angeles,0,,,,,,33.8144246,-118.0865098,2.0,0,99.95002499,Los Angeles,0,0.0,,,,,2905.103844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108389056,0.000328038
6037573401,33.812873,-118.1795106,1575.0,572.0,-118.1796451,33.8128912,Los Angeles,65.87,16.4,34.55,32.64,11.57476591,79796.46997,99.96,8.04,Los Angeles,1642,37.21,25.64,16.99,0.0,18.15,33.812873,-118.1795106,1575.0,31.93650794,68.06344885,Los Angeles,428,0.802690583,0.187692308,0.320699618,30.0,0.3,20668.2165,35.53683533,10.26484661,44.15182575,12.75329429,22.61434976,6.532175118,2.643975643,9.153427283,0.055360781,0.000101301
6037574000,33.8144739,-118.1017387,5322.0,1988.0,-118.1017387,33.8144739,Los Angeles,48.73,5.6,22.1,11.86,11.58982961,5777.783284,93.76,5.95,Los Angeles,5165,18.66,60.5,4.88,0.0,10.24,33.8144739,-118.1017387,5322.0,63.35963923,36.64035388,Los Angeles,370,0.419722115,0.14974359,0.435724268,30.0,0.4,2739.759177,21.60941719,5.116633808,20.87273254,4.942203152,10.31358548,2.442029772,3.314183262,13.99700886,0.060062676,0.000177214
6037572001,33.8229191,-118.1746788,5434.0,2291.0,-118.1762684,33.8227205,Los Angeles,55.95,6.3,46.68,51.51,11.42948394,80652.88997,99.97,6.83,Los Angeles,5957,26.93,48.41,5.79,0.0,12.1,33.8229191,-118.1746788,5434.0,50.49687155,49.50311934,Los Angeles,1280,0.491303654,0.186666667,0.303222914,30.0,0.3,20169.5639,21.61599422,6.072029458,29.28618572,8.226620568,14.64309286,4.113310278,1.664911303,5.926966156,0.060401747,0.000165146
6037573601,33.8270219,-118.1316188,6441.0,2342.0,-118.1316155,33.8262896,Los Angeles,39.53,8.3,29.77,24.59,11.67288803,6554.123291,94.8,4.83,Los Angeles,6402,25.29,53.39,6.9,0.0,9.98,33.8270219,-118.1316188,6441.0,61.23272784,38.76726614,Los Angeles,454,0.409155485,0.167179487,0.422619101,30.0,0.4,2708.182022,20.68163269,6.30453272,20.68163272,6.304532719,10.10033224,3.07895784,4.17858564,13.70759376,0.101127883,0.000362943
6037571400,33.836022,-118.158392,4950.0,1723.0,-118.1600342,33.8351031,Los Angeles,50.32,8.2,142.13,98.53,11.72749499,8892.306642,96.74,6.14,Los Angeles,4844,31.56,36.46,9.6,0.0,19.1,33.836022,-118.158392,4950.0,36.58585859,63.4141286,Los Angeles,1074,0.715750615,0.2,0.366156269,30.0,0.4,3150.501364,34.63248566,8.668405214,40.71657096,10.19123315,19.65627565,4.919905662,6.677014827,26.67637409,0.072683198,0.000186926
6037571000,33.8388317,-118.1016258,5792.0,1933.0,-118.101621,33.8388435,Los Angeles,52.04,6.7,32.57,29.62,11.71684505,4380.869914,90.8,6.35,Los Angeles,5628,25.75,58.21,1.76,0.0,8.81,33.8388317,-118.1016258,5792.0,58.20096685,41.79902593,Los Angeles,661,0.482728234,0.177435897,0.388883983,30.0,0.4,1722.85287,23.39471589,6.72281883,26.69397065,7.670908702,12.59715471,3.61997937,4.912829145,17.09613853,0.053078457,0.000170862
6037576601,33.7665662,-118.1799258,4770.0,2867.0,-118.1799258,33.7665662,Los Angeles,46.37,5.3,59.25,68.31,11.64728179,9503.750002,97.11,5.66,Los Angeles,4293,30.65,53.83,10.37,0.0,3.38,33.7665662,-118.1799258,4770.0,49.11949686,50.88049248,Los Angeles,1112,0.519003595,0.188717949,0.497901497,30.0,0.3,4188.743318,37.9050614,12.48665046,29.43690941,9.697079619,16.93630403,5.579141694,2.258224019,6.855170678,0.034850801,4.78401e-05
6037576801,33.7715794,-118.1642807,4286.0,2021.0,-118.1642818,33.7715757,Los Angeles,35.37,16.9,33.69,31.41,11.60712094,9488.466634,97.1,4.32,Los Angeles,4070,39.24,37.13,12.48,0.0,11.13,33.7715794,-118.1642807,4286.0,45.75361643,54.24637092,Los Angeles,1170,0.625132275,0.191794872,0.413555255,20.0,0.3,3958.228664,39.25555553,11.44798561,34.58227513,10.08513015,1.401984126,0.408856629,2.316854231,7.944576714,0.029658715,5.00454e-05
6037576302,33.7789718,-118.1828489,3901.0,1244.0,-118.1828489,33.7789718,Los Angeles,46.28,36.3,116.42,95.61,11.70472748,11327.89339,98.0,5.65,Los Angeles,4077,54.82,11.21,11.45,0.0,20.6,33.7789718,-118.1828489,3901.0,16.73929762,83.26068104,Los Angeles,1959,0.834237492,0.277948718,0.436579908,30.0,0.3,4702.182138,63.70175187,28.17797435,54.29126582,24.01531906,30.40310885,13.44857867,5.443472318,12.30602025,0.023194525,3.15083e-05
6037575102,33.7844124,-118.1621912,4064.0,1303.0,-118.1621912,33.7844124,Los Angeles,43.38,41.7,93.2,90.54,11.65311866,10408.3501,97.54,5.3,Los Angeles,4151,61.12,8.74,9.06,0.0,17.9,33.7844124,-118.1621912,4064.0,11.76181102,88.23816726,Los Angeles,2414,0.945110701,0.216410256,0.368403784,30.0,0.3,4142.876987,56.44025947,21.17007173,57.94533309,21.73460701,31.60654531,11.85524017,4.798549591,12.79312548,0.02903417,3.95168e-05
6037575201,33.7864873,-118.1767949,4664.0,1374.0,-118.1767949,33.7864873,Los Angeles,41.36,41.7,128.01,96.97,11.75572268,11983.3501,98.21,5.05,Los Angeles,4772,55.09,3.08,12.09,0.0,28.04,33.7864873,-118.1767949,4664.0,9.734133791,90.26584686,Los Angeles,2493,0.978941035,0.256410256,0.382248429,30.0,0.3,4733.270968,56.99731676,22.25012174,56.99731675,22.25012176,31.08944551,12.13643004,4.91236454,12.58382318,0.031876557,5.51551e-05
6037575101,33.7881242,-118.1623977,4568.0,1588.0,-118.1623973,33.7881302,Los Angeles,44.2,35.3,93.13,90.49,11.65311866,12312.05664,98.3,5.4,Los Angeles,4339,56.07,13.55,14.89,1.06,14.01,33.7881242,-118.1623977,4568.0,16.24343257,83.75654909,Los Angeles,2427,0.8847981,0.215384615,0.357738815,30.0,0.3,4612.505389,53.33681709,18.15118545,56.99002375,19.39441732,30.68693586,10.44314779,4.226988392,12.42090261,0.031514817,4.09314e-05
6037574901,33.7921434,-118.1251759,3829.0,1400.0,-118.1251759,33.7921434,Los Angeles,42.41,3.8,23.8,14.47,11.57897764,10822.95695,97.84,5.18,Los Angeles,3697,20.72,62.56,0.95,0.32,10.49,33.7921434,-118.1251759,3829.0,62.15722121,37.84276891,Los Angeles,390,0.365549493,0.171282051,0.461797762,30.0,0.4,5569.485597,21.47622755,6.49946052,18.67498051,5.651704772,9.804364752,2.96714502,4.02683967,13.30592359,0.05233213,0.000130585
6037573202,33.7934864,-118.1850191,6250.0,1730.0,-118.1850191,33.7934864,Los Angeles,55.65,40.5,90.98,89.99,11.70913172,13294.56706,98.59,6.8,Los Angeles,6379,59.84,4.51,15.47,2.07,17.67,33.7934864,-118.1850191,6250.0,7.952,92.04798527,Los Angeles,2364,0.965744203,0.161025641,0.366882948,30.0,0.3,5320.968144,49.5522513,16.99006868,51.53434137,17.66967143,27.74926073,9.514438458,3.851082233,11.23184363,0.031923179,6.31861e-05
6037573003,33.7943972,-118.2020691,1790.0,642.0,-118.2020691,33.7943972,Los Angeles,56.13,29.3,88.32,89.18,11.64459056,17321.66634,99.3,6.85,Los Angeles,1843,45.47,24.96,5.43,0.6,20.78,33.7943972,-118.2020691,1790.0,28.60335196,71.39660816,Los Angeles,555,0.766685052,0.22974359,0.373533545,30.0,0.3,7597.209804,40.94915804,14.05136648,41.48796275,14.23625287,22.62979786,7.765228842,3.143068817,9.159680087,0.026946308,4.36249e-05
6037571502,33.8421855,-118.1835447,5067.0,1887.0,-118.1835447,33.8421855,Los Angeles,42.22,17.0,48.45,54.22,11.83702161,12324.83317,98.32,5.15,Los Angeles,4739,35.39,23.59,19.14,0.0,19.28,33.8421855,-118.1835447,5067.0,25.12334715,74.87663807,Los Angeles,1089,0.790734508,0.205128205,0.407512436,30.0,0.4,5504.750386,41.29489119,11.46620752,44.31646862,12.30519831,21.15104183,5.872935558,7.970412543,28.70498534,0.048896112,0.000134123
6037571704,33.8499458,-118.1870723,3947.0,1220.0,-118.1870723,33.8499458,Los Angeles,44.69,23.0,94.42,91.14,12.14582489,10218.81331,97.46,5.46,Los Angeles,4076,64.25,9.13,16.78,0.81,8.12,33.8499458,-118.1870723,3947.0,13.55459843,86.44537967,Los Angeles,1577,0.912731006,0.215384615,0.39127223,30.0,0.4,4474.501452,52.04145279,15.75449568,58.62897844,17.74873561,27.66760781,8.375807832,11.36716777,37.54889632,0.033073839,4.69142e-05
6037570800,33.8533032,-118.1353409,5661.0,1732.0,-118.1353409,33.8533032,Los Angeles,45.16,7.6,115.64,95.58,11.71457463,5245.553426,92.95,5.51,Los Angeles,5300,29.74,47.06,6.26,0.38,14.49,33.8533032,-118.1353409,5661.0,44.07348525,55.92650487,Los Angeles,635,0.503172365,0.195897436,0.416616214,30.0,0.4,1991.525248,25.84525348,7.553803488,27.69134301,8.093360895,12.92262674,3.776901744,5.125795224,17.53785057,0.061915198,0.00023325
6037570902,33.8532314,-118.1210795,3653.0,1181.0,-118.1210795,33.8532314,Los Angeles,40.16,5.9,34.4,32.33,11.67212819,4783.053223,91.99,4.9,Los Angeles,3583,27.63,42.92,6.87,0.0,12.92,33.8532314,-118.1210795,3653.0,47.90583082,52.09415492,Los Angeles,598,0.518306636,0.205128205,0.417594703,30.0,0.4,1839.143989,29.29776889,7.56148746,31.36584668,8.09523955,14.47654463,3.736264392,5.070644532,19.64673914,0.041639299,0.000102856
6037570701,33.8538919,-118.1483367,6993.0,2555.0,-118.1483367,33.8538919,Los Angeles,59.58,9.3,123.15,96.24,11.81301379,6028.649903,94.06,7.27,Los Angeles,7372,32.61,17.43,20.02,0.0,27.27,33.8538919,-118.1483367,6993.0,27.999428,72.0005617,Los Angeles,862,0.782227307,0.2,0.390796969,30.0,0.4,2376.761704,35.22660821,7.291221576,40.13157895,8.306454952,18.72807019,3.876345648,5.260754808,25.41666668,0.064182965,0.000173298
6037570603,33.8571713,-118.1623205,5391.0,1743.0,-118.1623214,33.8571712,Los Angeles,55.21,7.8,84.91,87.67,11.93730018,6705.973226,94.95,6.74,Los Angeles,5172,34.24,9.65,44.74,0.0,9.5,33.8571713,-118.1623205,5391.0,9.571508069,90.42847516,Los Angeles,2702,0.899805068,0.218461538,0.380348413,30.0,0.4,2742.282791,55.10011561,14.87820411,65.11831841,17.58333211,30.05460851,8.11538406,11.01373551,40.78839727,0.037527111,7.15693e-05
6037570100,33.8644628,-118.1532212,2950.0,754.0,-118.1532085,33.8644752,Los Angeles,60.24,21.2,90.76,89.86,11.95400971,6607.433268,94.84,7.36,Los Angeles,3192,45.49,15.38,20.55,0.0,17.54,33.8644628,-118.1532212,2950.0,22.27118644,77.72878721,Los Angeles,1000,0.835770871,0.205128205,0.383804089,30.0,0.4,2967.813015,44.76355073,12.67902815,52.79803419,14.95475116,24.10345039,6.827169006,9.265443651,32.71182553,0.044678682,0.000112472
